stream_id,frame_id,region_id,area,centroid_x,centroid_y,mean_depth,minimum_depth,aspect_ratio,solidity,extent,elevation,bounding_box,estimated_size_w,estimated_size_h
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,20,1,897,1742,512,1.8969016075134277,1.765625,2.76,0.948230322239831,0.5202898550724637,head_level,1692;496;1811;539,0.13633980304002763,0.04939847936232885
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,1,28775,1821,674,1.5283535718917847,1.2763671875,1.3045454545454545,0.6141221414775213,0.45573329109914473,mid_level,1573;496;2068;876,0.4569140365968148,0.35024769355853397
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,4,35958,1921,869,1.7058590650558472,1.4765625,0.6689814814814815,0.3614341572265723,0.28801422529796233,foot_level,1709;496;2208;1242,0.513534656042854,0.7676365792751312
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,1,1773,1581,1012,1.8177987337112427,1.775390625,0.9152542372881356,0.8550759585242343,0.556497175141243,foot_level,1536;964;1630;1066,0.1022511787712574,0.11171888050933679
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,3,9644,1247,765,1.84904944896698,1.6845703125,2.0,0.44994984486901346,0.26070501730103807,mid_level,1022;674;1492;909,0.5238973438739777,0.26194867193698884
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,2,1941,1583,864,1.9337629079818726,1.8974609375,0.9818181818181818,0.8594510845506862,0.6537037037037037,foot_level,1533;822;1626;917,0.10877416357398033,0.11078849993646145
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,80,1,43858,1952,638,0.9644246101379395,0.62548828125,2.0059880239520957,0.8466305040248634,0.7839485208687104,mid_level,1630;496;2208;784,0.3365440045793851,0.16776969780524573
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,80,1,27846,65,836,1.8963499069213867,1.802734375,0.2337962962962963,0.855194865022573,0.6382013201320133,foot_level,0;496;174;1242,0.1995118131240209,0.853357458114624
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,40,1,9483,2063,1109,1.7490733861923218,1.4921875,0.9631901840490797,0.5028233609925505,0.3705795006056817,foot_level,1937;960;2208;1242,0.2860463767002026,0.29697808536390463
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,60,1,8714,1754,1141,1.6353466510772705,1.23828125,1.6805555555555556,0.5012077989302353,0.2500717401285583,foot_level,1580;993;1997;1242,0.41224363495906197,0.24530199766159058
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,80,2,67488,1574,945,1.1560382843017578,0.6240234375,1.3657407407407407,0.46173424008976344,0.2647834274952919,foot_level,1190;496;2208;1242,0.710481862227122,0.5202172279357911
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,80,1,2239,2139,857,1.9159082174301147,1.80078125,1.2424242424242424,0.6675611210494932,0.413710273466371,foot_level,2066;814;2208;928,0.16365049357215564,0.1317186899483204
11tnj2tdX_ElmqXEv6kwSXI34_ZWXv-N,0,1,1152,288,1075,1.4374809265136719,1.1494140625,96.5,0.9991326973113617,0.7461139896373057,foot_level,0;1074;579;1080,0.5779871225357056,0.005989503860473633
11tnj2tdX_ElmqXEv6kwSXI34_ZWXv-N,20,1,127742,268,810,1.2527004480361938,0.98046875,1.4027777777777777,0.6576461321444383,0.48795417736218066,foot_level,0;432;909;1080,0.7907671578228473,0.5637152016162872
11tnj2tdX_ElmqXEv6kwSXI34_ZWXv-N,40,1,19524,123,982,1.771531581878662,1.380859375,1.8109756097560976,0.6232781599655233,0.40084790999425146,foot_level,0;834;445;1080,0.5480675831437111,0.30263664523760475
11tnj2tdX_ElmqXEv6kwSXI34_ZWXv-N,40,2,5702,208,478,1.8071579933166504,1.6025390625,2.0,0.82417979476803,0.4345755220240817,head_level,72;432;315;553,0.30495791137218475,0.15247895568609238
11tnj2tdX_ElmqXEv6kwSXI34_ZWXv-N,60,1,4154,96,478,1.7668758630752563,1.6171875,1.9253731343283582,0.9596858033960957,0.4806201550387597,head_level,0;432;193;532,0.23742394410073758,0.12331321127712727
28tdwxgz-zPU06lpeDY3OPWTFxZyBv2c,20,1,8337,43,755,1.9069849252700806,1.8173828125,0.26282051282051283,0.41988769420592753,0.32588727329580985,mid_level,0;496;141;1035,0.1628882957001527,0.6197701007127762
28tdwxgz-zPU06lpeDY3OPWTFxZyBv2c,80,1,54208,1907,1083,1.6901925802230835,1.5,1.736842105263158,0.9636467064271557,0.8645693779904307,foot_level,1638;914;2208;1242,0.581003699451685,0.3345172815024853
2bYF53x7c2mOhjKvuwaM7vJHJaLxxR5V,0,1,4199,1966,1185,1.9242730140686035,1.84375,1.064102564102564,0.9453010692177828,0.648671609514983,foot_level,1906;1107;2049;1242,0.16636943767468135,0.15634718239307405
2dVxdA3XmypOsgSWv27dtf3GxjGUkB5A,0,1,18921,2164,903,1.48475182056427,1.3701171875,0.16666666666666666,0.8375088526912181,0.6083140432098766,foot_level,2083;496;2208;1242,0.11135638654232025,0.6681383192539215
2dVxdA3XmypOsgSWv27dtf3GxjGUkB5A,20,1,863,2019,1236,1.6975090503692627,1.453125,43.4,1.0,0.7958525345622119,foot_level,1833;1233;2208;1242,0.38370777492721875,0.008841192970673243
2dVxdA3XmypOsgSWv27dtf3GxjGUkB5A,40,1,1137,2168,608,1.9179155826568604,1.7890625,1.5555555555555556,0.8360896729143698,0.5642361111111112,mid_level,2111;574;2208;636,0.11187840898831686,0.07192183434963226
2dVxdA3XmypOsgSWv27dtf3GxjGUkB5A,60,2,4509,46,569,1.3429869413375854,1.3095703125,0.8,0.9134089528053474,0.6959104938271605,mid_level,0;496;124;652,0.1007240206003189,0.12590502575039864
2dVxdA3XmypOsgSWv27dtf3GxjGUkB5A,60,1,2607,44,722,1.3721007108688354,1.3203125,1.150943396226415,0.9623477297895903,0.806371790906279,mid_level,0;674;105;765,0.08718556600312392,0.07575139341255029
2iQ4jyIxwXUInJKDYmBuoDltgad_GKC5,60,1,76228,2052,883,1.709514856338501,1.4189453125,0.4583333333333333,0.9939044663637371,0.8911803217358772,foot_level,1866;496;2208;1242,0.3525874391198158,0.7692816853523254
