stream_id,frame_id,region_id,area,centroid_x,centroid_y,mean_depth,minimum_depth,aspect_ratio,solidity,extent,elevation,bounding_box,estimated_size_w,estimated_size_h
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,0,2,140276,724,1026,4.9586920738220215,1.1923828125,2.962962962962963,0.31264542788114363,0.2536829065393518,foot_level,0;496;2208;1242,6.611589431762695,2.2314114332199098
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,0,1,1233,1062,546,5.527616500854492,4.12109375,0.8904109589041096,0.43326308394801544,0.25995785036880925,head_level,1038;496;1150;622,0.3742657005786896,0.42032917141914367
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,20,1,17686,1343,841,3.9609375,1.759765625,0.8888888888888888,0.19140589066076483,0.10661410108024691,foot_level,1154;496;1816;1242,1.584375,1.782421875
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,20,2,65216,129,862,4.709104537963867,1.3681640625,0.4398148148148148,0.8822518787075304,0.7945480019493177,foot_level,0;496;327;1242,0.932010273138682,2.11909704208374
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,1,169448,976,826,4.358391284942627,1.2763671875,2.962962962962963,0.3364533393959671,0.30643898292824073,foot_level,0;496;2208;1242,5.811188379923503,1.961276078224182
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,1,328936,1140,822,3.4090523719787598,1.4765625,2.962962962962963,0.606333081720662,0.5948640046296296,foot_level,0;496;2208;1242,4.545403162638347,1.534073567390442
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,80,1,231220,871,717,3.675852060317993,0.62548828125,2.962962962962963,0.49964345139053956,0.4181495949074074,mid_level,0;496;2208;1242,4.901136080423991,1.654133427143097
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,0,1,217950,990,1085,4.485330581665039,3.330078125,3.950617283950617,0.7850564072270408,0.5255365065586419,foot_level,0;683;2208;1242,5.980440775553386,1.5137990713119507
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,20,1,211150,1047,1095,4.657809734344482,3.533203125,6.336633663366337,0.9367125669872591,0.8166383044554455,foot_level,0;893;2208;1242,6.210412979125977,0.9800807982683182
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,20,4,1852,24,555,5.652534484863281,5.52734375,0.42857142857142855,0.8852772466539197,0.7288469106650924,head_level,0;496;56;629,0.1943058729171753,0.4533803701400757
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,20,3,1113,82,614,5.799100399017334,5.51171875,0.20168067226890757,0.5999461206896551,0.3898809523809524,mid_level,58;496;100;702,0.14497750997543335,0.718846820294857
