stream_id,frame_id,region_id,area,centroid_x,centroid_y,mean_depth,minimum_depth,aspect_ratio,solidity,extent,elevation,bounding_box,estimated_size_w,estimated_size_h
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,0,1,12177,1262,876,3.186617612838745,2.83984375,0.1712962962962963,0.5421155729676788,0.38091216216216217,foot_level,1188;496;1316;1242,0.24563510765631993,1.4339779257774352
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,20,1,9632,1423,696,3.1973416805267334,1.759765625,0.7037037037037037,0.14131351735976116,0.0733430799220273,mid_level,1290;496;1814;1242,1.0124915321667989,1.43880375623703
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,20,2,8361,29,691,3.3456649780273438,3.033203125,0.23564954682779457,0.5417233560090703,0.3238631962196917,mid_level,0;496;134;1067,0.2718352794647217,1.1535574038823446
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,4,32799,1775,684,1.7214024066925049,1.2763671875,2.340909090909091,0.4408289988306923,0.2894880847308032,mid_level,1181;496;2070;876,0.92346066609025,0.39448805153369904
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,1,6863,1285,1204,3.3703651428222656,2.365234375,2.857142857142857,0.6529660815375101,0.3404265873015873,foot_level,1145;1097;1559;1242,0.8425912857055664,0.2949069499969482
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,3,2685,293,717,3.687843084335327,3.458984375,2.4594594594594597,0.7973273942093542,0.04984036234036234,mid_level,0;586;627;841,1.398307169477145,0.5685424755016962
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,40,2,2148,2113,857,3.849207639694214,3.759765625,5.384615384615385,0.953607103218646,0.5901098901098901,foot_level,1966;831;2208;876,0.5613427807887396,0.10424937357505162
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,4,190113,1568,819,2.3767130374908447,1.4765625,1.9074074074074074,0.6651249604223483,0.5340732874865156,foot_level,786;496;2208;1242,2.0400120238463084,1.0695208668708802
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,5,2369,1040,515,2.685015916824341,1.9404296875,3.6578947368421053,0.7158610271903323,0.44859901552442255,head_level,900;496;1140;562,0.38876792962352436,0.10628188004096349
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,1,5834,184,1052,3.8255043029785156,3.634765625,0.27530364372469635,0.7070658102048236,0.34734460585853777,foot_level,106;815;224;1242,0.2709732214609782,0.9842703779538472
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,3,976,27,650,3.8907957077026367,3.673828125,1.1428571428571428,0.7166972477064221,0.35586734693877553,mid_level,0;602;96;686,0.22696308294932047,0.19859269758065543
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,60,2,8827,27,1007,3.9028637409210205,1.4794921875,0.1314878892733564,0.9327944206688857,0.8038153341832089,foot_level,0;743;65;1242,0.15448835641145706,1.1749246053397655
-5OCPnbrwJdu3jH70ieU7pUiFsOJQoeG,80,1,110408,1359,593,2.055161476135254,0.62548828125,7.664670658682635,0.6633103033944128,0.516504491017964,mid_level,0;496;2208;784,2.740215301513672,0.35751246511936186
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,0,1,69585,746,1157,3.6883392333984375,3.330078125,3.987538940809969,0.32912458111524445,0.1693560163551402,foot_level,0;688;2208;1242,4.91778564453125,1.2332884311676025
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,20,1,49194,1090,1204,3.78896427154541,3.533203125,26.122448979591837,0.9779147202067389,0.7843431122448979,foot_level,0;1157;2208;1242,5.051952362060547,0.1933950513601303
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,40,1,102855,1952,860,3.337817430496216,3.060546875,0.7199074074074074,0.8128099255190944,0.7655635941407646,foot_level,1671;496;2208;1242,1.0813137717545032,1.5020178437232972
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,40,2,79377,210,872,3.5705368518829346,3.1171875,0.6921296296296297,0.6682423359753505,0.6145291403443577,foot_level,0;496;515;1242,1.1120734569927058,1.6067415833473206
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,60,1,77722,174,867,3.032315969467163,2.177734375,0.48148148148148145,0.8931253411474044,0.8649617165242165,foot_level,0;496;358;1242,0.657001793384552,1.3645421862602234
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,80,2,81108,165,893,2.388260841369629,1.802734375,0.5416666666666666,0.8871346148587679,0.8023553735359291,foot_level,0;496;403;1242,0.582138580083847,1.074717378616333
-PqSDmiEe2pXjmYHgxh4YEBsj0T5LU10,80,1,20565,615,1098,3.817962408065796,3.7109375,0.7819148936170213,0.9322529465095195,0.7441561731075409,foot_level,491;917;745;1242,0.584625493735075,0.7476843049128851
-aAwyxNyh11M5W0DQ8YPcSfdkbvvctaV,20,1,1541,25,1195,3.914400339126587,3.810546875,0.6538461538461539,0.953884246363355,0.871606334841629,foot_level,0;1152;58;1242,0.13863501201073328,0.21203001836935678
-aAwyxNyh11M5W0DQ8YPcSfdkbvvctaV,80,1,4190,2083,639,2.7175583839416504,2.38671875,0.9722222222222222,0.24520848573518653,0.133015873015873,mid_level,1906;496;2208;807,0.4953882470726967,0.5095421969890594
0auMnLmZDf_ZGM3VqzxmYPlwhtls73RF,0,1,97712,1016,1171,3.5820045471191406,3.126953125,14.222222222222221,0.9620402095148078,0.8481987847222222,foot_level,0;1086;2208;1242,4.7760060628255205,0.33581292629241943
0auMnLmZDf_ZGM3VqzxmYPlwhtls73RF,20,1,45479,1067,1207,3.768251419067383,3.46484375,23.703703703703702,0.8664399546575982,0.6579716435185186,foot_level,0;1148;2208;1242,5.024335225423177,0.2119641423225403
0auMnLmZDf_ZGM3VqzxmYPlwhtls73RF,40,1,6542,684,1229,3.9322798252105713,3.81640625,38.05882352941177,0.9335045662100456,0.5947813437585235,foot_level,253;1212;1369;1242,2.650192757199208,0.06963412190477053
0pf0qM0kG_5fZ0HLO2CDDXmfuMG8aiyR,0,1,93598,993,1173,3.5963308811187744,2.955078125,11.327433628318584,0.8517969112601586,0.6471100663716814,foot_level,0;1047;2208;1242,4.795107841491699,0.42331811413168907
0pf0qM0kG_5fZ0HLO2CDDXmfuMG8aiyR,60,1,2491,63,1074,3.9166979789733887,3.826171875,2.5277777777777777,0.9615904265585794,0.7603785103785103,foot_level,0;1048;156;1110,0.3712703292568525,0.14687617421150206
0pf0qM0kG_5fZ0HLO2CDDXmfuMG8aiyR,80,1,30266,201,1138,2.8658478260040283,2.30859375,1.7407407407407407,0.9477384102331261,0.6625186060765257,foot_level,0;962;486;1242,0.8418427988886833,0.48361182063817976
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,0,1,2333,105,1204,2.1742472648620605,2.134765625,1.4285714285714286,0.9864722046079053,0.9259920634920635,foot_level,55;1169;158;1242,0.13589045405387878,0.09512331783771515
0xCqEk5hjEvrygxu26MZkieSv45D_gaJ,0,2,176913,1707,969,3.057101011276245,2.416015625,2.6180555555555554,0.6048752301451218,0.36208738579428235,foot_level,257;496;2208;1242,3.601647128909826,1.3756954550743103
